Kingdom	Phylum	Class	Order	Family	Genus	node
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	ASV_2510
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2513
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	ASV_2518
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2521
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_2522
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	NA	ASV_2525
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	ASV_2527
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	ASV_2528
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2534
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	ASV_2538
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	ASV_2556
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2560
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	ASV_2566
Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	ASV_2567
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	ASV_2569
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	ASV_2573
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	ASV_2575
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ASV_2576
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA	ASV_2584
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_2585
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA	ASV_2586
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	ASV_2590
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	ASV_2591
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ASV_2592
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	ASV_2594
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2597
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	ASV_2602
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ASV_2603
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2606
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_2613
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	ASV_2614
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	ASV_2617
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ASV_2620
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	ASV_2621
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	ASV_2622
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2626
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_2630
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2640
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2644
Bacteria	Actinobacteriota	NA	NA	NA	NA	ASV_2645
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	ASV_2654
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	ASV_2657
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ASV_2660
Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	ASV_2669
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2670
Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	ASV_2671
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	ASV_2672
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ASV_2683
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	ASV_2685
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter	ASV_2688
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2689
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	ASV_2696
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	ASV_2697
Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	ASV_2700
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	ASV_2702
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	ASV_2711
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ASV_2712
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	ASV_2718
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	ASV_2719
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ASV_2721
Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	ASV_2729
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	ASV_2730
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	ASV_2734
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	ASV_2738
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	ASV_2747
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2749
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	ASV_2752
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2757
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	ASV_2758
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13	ASV_2761
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_2769
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2772
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ASV_2775
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_2782
Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	ASV_2795
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2802
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA	ASV_2805
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_2806
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2808
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	ASV_2809
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2821
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Edaphobacter	ASV_2827
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2838
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ASV_2845
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_2846
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_2856
Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	ASV_2860
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_2862
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	ASV_2863
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	ASV_2865
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_2866
Bacteria	RCP2-54	NA	NA	NA	NA	ASV_2873
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	ASV_2900
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	ASV_2918
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	ASV_2919
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	ASV_2938
Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	ASV_2939
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_2944
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	ASV_2949
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_2965
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_or	Acidobacteriae_fa	Paludibaculum	ASV_2981
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2986
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	ASV_2991
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ASV_2994
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2998
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ASV_3000
Bacteria	Chloroflexi	SHA-26	NA	NA	NA	ASV_3004
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	ASV_3009
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_3015
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ASV_3023
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_3025
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ASV_3032
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_3036
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ASV_3045
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_3055
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	ASV_3067
Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	ASV_3091
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_3095
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_3117
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_3121
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_3124
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ASV_3141
Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	ASV_3146
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	ASV_3148
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_3150
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV_3151
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	ASV_3152
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	ASV_3157
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	ASV_3158
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_3166
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	ASV_3175
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	ASV_3185
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	ASV_3191
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Kouleothrix	ASV_3203
Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	NA	ASV_3211
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	ASV_3219
Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	ASV_3222
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	ASV_3228
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	ASV_3235
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	ASV_3250
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	ASV_3252
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_3265
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	ASV_3267
Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	ASV_3282
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_3288
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	ASV_3305
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ASV_3326
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	ASV_3350
Bacteria	Firmicutes	Clostridia	Clostridia_or	Gracilibacteraceae	Gracilibacter	ASV_3360
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_3363
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_3373
Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	ASV_3385
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	ASV_3401
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ASV_3408
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_3417
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_3421
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_3434
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ASV_3435
Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	ASV_3437
Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	ASV_3450
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	ASV_3451
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	ASV_3461
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	ASV_3472
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ASV_3483
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_3492
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_3494
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ASV_3497
Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	ASV_3502
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_3515
Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	ASV_3530
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	ASV_3546
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	ASV_3568
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_3628
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA	ASV_3632
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	ASV_3671
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	ASV_3675
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	ASV_3720
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	ASV_3745
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	ASV_3762
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	ASV_3770
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_3806
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	ASV_3832
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	ASV_3835
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	ASV_3848
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_3916
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	ASV_3941
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	ASV_4018
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA	ASV_4022
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ASV_4049
Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	ASV_4056
Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	ASV_4091
Bacteria	Acidobacteriota	Holophagae	Subgroup_7	NA	NA	ASV_4110
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	ASV_4112
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	ASV_4129
Bacteria	Acidobacteriota	Holophagae	Subgroup_7	NA	NA	ASV_4137
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ASV_4139
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_4164
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	ASV_4191
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	ASV_4231
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_4232
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ASV_4294
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_4310
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	ASV_4371
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_4430
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_4468
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	ASV_4511
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_4548
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	ASV_4613
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	ASV_4682
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	ASV_4761
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	ASV_4853
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ASV_4932
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ASV_5091
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	ASV_5449
