Cluster	Decrease	Comparison	Color
Cluster_123	3.00098776962914	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_124	2.48979162137149	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_125	0.659546588276527	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_126	0.90176954554461	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_127	4.96217212152645	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_128	1.78269819822395	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_129	0.595732785346677	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_13	2.89084555805104	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_130	2.69137152889307	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_131	1.77446024826841	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_132	1.62215451393406	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_133	2.35475611530238	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_134	1.16470625408227	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_14	4.76014921136792	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_15	-1.03823119685086	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_16	5.42616764919094	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_17	3.83034345604523	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_18	5.29529759057727	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_19	1.78676387724416	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_2	2.38645857550202	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_20	-0.0481212225475858	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_21	5.76340054802467	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_22	9.66304426492825	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_23	-0.732185316276357	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_24	3.0577909416905	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_25	-6.46670273423304	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_26	-3.80944898447303	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_27	4.06130606275197	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_28	2.69062705941624	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_29	6.98526355173112	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_3	1.72770061776156	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_30	-5.10206908710806	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_31	2.75175103141202	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_32	1.77765073434418	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_33	-1.09690594954368	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_34	3.3469994653395	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_35	6.17564106026592	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_36	4.75301120765361	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_37	1.05303398287671	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_38	0.149685686776692	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_39	4.27643834734179	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_4	2.86153865896407	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_40	5.3226032474772	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_41	4.98562779094365	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_42	2.17295611440156	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_43	3.70274366610094	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_44	3.62274509486667	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_45	1.37297817565664	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_46	1.91367452708529	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_47	3.78080372836969	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_48	3.91567099943175	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_49	2.01688034874391	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_5	6.17493107343434	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_50	1.69673169217471	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_51	-3.47304795863149	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_52	2.05309990055284	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_53	4.53215521070244	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_54	0.0116313788812263	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_55	3.61958853851086	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_56	7.60313385603388	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_57	2.57425960701286	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_58	2.80727751337814	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_59	6.94329857556415	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_6	3.81759037076223	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_60	4.9404587475317	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_61	3.55680673600104	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_62	4.92048091198218	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_63	2.85758972519844	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_64	-4.96911476925592	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_65	2.51165602922477	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_66	4.28045467344987	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_67	-2.935891439443	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_68	3.20266781663414	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_69	-0.272840449160562	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_7	3.0231007574971	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_70	2.31696577672495	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_71	4.77216574757256	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_72	5.37405521076241	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_73	4.52624086933631	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_74	1.27024346530841	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_75	5.35474913904352	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_76	-1.17436232237502	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_77	0.538304563881134	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_78	2.50863546573306	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_79	3.10495258085711	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_8	-0.20184522789063	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_80	5.95929330448544	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_81	2.72867647726044	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_82	4.2833916214764	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_83	4.61234292200328	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_84	2.94385161136918	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_85	2.05917758108279	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_86	1.19649575368202	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_87	3.82524587847186	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_88	-0.0757436492576034	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_89	2.3363888756992	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_9	8.54724659577789	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_90	1.79327088247931	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_91	3.42809620049061	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_92	-0.897253036547795	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_93	2.87634597852221	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_94	3.9050040385491	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_95	-0.831580395847865	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_96	3.75331065048702	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_97	3.07627906960219	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_98	1.91742234932678	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_99	1.31413884779539	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_1	-0.433346678755356	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_10	0.424406958598482	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_100	-0.62880524373756	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_101	-0.201511930077785	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_102	-0.089097513319004	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_103	0.340852740945692	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_104	0.800693579247181	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_105	3.19421518735444	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_106	-2.12619276580276	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_107	0.681826375988535	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_108	4.66859784006766	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_109	0.832963503304711	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_11	-0.013863304292201	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_110	3.00111148139848	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_111	1.14714415716458	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_112	6.68646897521811	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_113	3.45342530886184	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_114	2.39055109571497	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_115	6.18860029320996	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_116	-0.702437448147222	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_117	7.22112980204629	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_118	4.10935385561164	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_119	3.72108880181952	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_12	0.698527086232815	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_120	-0.0178914218229522	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_121	6.29429802038979	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_122	1.17319556289604	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_123	3.98245240990968	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_124	5.68388827327868	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_125	0.88369823012286	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_126	-2.62104217365388	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_127	0.107608905610306	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_128	5.39858218169442	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_129	-0.700534198458726	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_13	-3.36093897828944	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_130	1.5426749692228	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_131	2.06185205760504	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_132	1.80514299465648	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_133	-0.394486820201337	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_134	3.50079279846224	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_14	-0.618152105590625	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_15	5.01982780928317	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_16	-0.0998009614629609	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_17	2.09903308827109	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_18	-4.60493334032995	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_19	2.80993282438567	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_2	0.518179434017128	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_20	8.72645191509919	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_21	1.25514701075393	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_22	-2.7448918464158	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_23	2.29664748971274	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_24	3.58300906167341	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_25	8.18963953717071	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_26	8.04330090412979	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_27	-0.384794311182503	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_28	-1.49559658980009	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_29	4.82392265837036	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_3	1.44146803512103	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_30	8.64629168500105	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_31	-0.452583137839738	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_32	-1.3198830325333	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_33	-0.319374918034214	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_34	0.910917621822534	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_35	0.728468139505537	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_36	5.75787999980466	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_37	0.950891167879817	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_38	2.4554339560764	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_39	1.96215675986767	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_4	4.23640340310891	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_40	2.42174053203864	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_41	0.113529205914645	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_42	3.95936312997659	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_43	1.46327048835707	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_44	1.69942327988444	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_45	-1.08381964465288	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_46	-0.880233922537158	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_47	-2.12649093141715	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_48	1.31591300081595	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_49	0.332281248209554	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_5	-0.91005050832554	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_50	3.64100095416529	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_51	6.63530895767671	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_52	3.15054093877475	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_53	4.69193531239877	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_54	2.30974548668623	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_55	3.36351900515662	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_56	9.37970162407402	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_57	-3.38847852184003	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_58	3.96050006829438	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_59	0.196442607157636	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_6	-1.58144912576763	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_60	3.53257456555545	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_61	4.57359496323458	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_62	0.720788716998968	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_63	0.210558647566899	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_64	6.25170868660602	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_65	-0.0862469189418817	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_66	-0.237355854518597	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_67	10.5140977550651	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_68	2.02003286149606	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_69	1.21837827636188	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_7	0.624451777434402	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_70	3.55535998711534	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_71	0.71877875885329	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_72	1.90161848958175	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_73	2.30640339478549	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_74	-0.479341036547922	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_75	-0.745914825100954	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_76	-2.1850152722817	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_77	4.42078032464777	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_78	3.89248072071734	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_79	3.62564238501497	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_8	1.07745939284507	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_80	-0.132360507412784	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_81	-0.0133411557934409	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_82	-0.596909533102206	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_83	-1.06162827425233	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_84	1.8138573992133	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_85	6.63814871990245	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_86	2.30262298399919	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_87	2.64655511420615	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_88	1.91208669218166	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_89	-0.193948655279385	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_9	-2.58141326060323	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_90	3.79628686288596	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_91	1.40952691483794	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_92	0.643685565358396	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_93	4.08406027264493	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_94	-2.02026501198708	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_95	4.95372792038141	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_96	3.22831620097605	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_97	2.05767907180183	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_98	0.212031651776783	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_99	2.47879888786598	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cluster_1	-0.902286355015725	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_10	-0.634487298367969	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_100	0.00799487457525316	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_101	2.52139246850921	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_102	1.58027848177738	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_103	-0.0776534723012254	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_104	0.932931432124132	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_105	0.6528103831272	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_106	-2.26455015518115	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_107	-0.346052245545351	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_108	0.278927266445042	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_109	-0.881170783394232	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_11	-2.26554409577837	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_110	0.0325778033221944	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_111	-0.559979101363929	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_112	-0.0302527842809859	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_113	0.019990045058254	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_114	-0.91957412763216	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_115	-0.426246214538057	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_116	2.24099990118961	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_117	0.865237326603172	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_118	0.451934914018903	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_119	0.806821405272693	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_12	0.804788885020372	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_120	-0.41692437643913	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_121	1.53643121792744	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Cluster_122	0.313331041938692	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
